email,month,ai_tool,model,total_tokens,total_spend_dollars
margaret.martinez@company.com,2026-06-01,Claude,claude-sonnet-4-5,573605,14.96
margaret.martinez@company.com,2026-06-01,ChatGPT Enterprise,o3,358140,8.99
margaret.martinez@company.com,2026-06-01,Cursor,claude-sonnet-4-5,537790,12.23
chen.rodriguez@company.com,2026-01-01,Cursor,claude-opus-4-1,568217,10.63
chen.rodriguez@company.com,2026-02-01,Cursor,claude-opus-4-1,714493,12.84
chen.rodriguez@company.com,2026-03-01,Cursor,claude-opus-4-1,269547,4.79
chen.rodriguez@company.com,2026-04-01,Cursor,claude-opus-4-1,379111,8.67
chen.rodriguez@company.com,2026-05-01,Cursor,claude-sonnet-4-5,193194,3.9
brian.larsen@company.com,2026-01-01,ChatGPT Enterprise,o3,544251,13.66
brian.larsen@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,404054,9.44
brian.larsen@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,289023,6.79
brian.larsen@company.com,2026-04-01,ChatGPT Enterprise,gpt-4o,170284,4.01
brian.larsen@company.com,2026-06-01,ChatGPT Enterprise,o3,356073,7.5
emily.yamamoto@company.com,2026-01-01,GitHub Copilot,gpt-4o,364510,5.6
emily.yamamoto@company.com,2026-02-01,GitHub Copilot,o3-mini,475157,7.87
emily.yamamoto@company.com,2026-03-01,GitHub Copilot,claude-sonnet-4-5,520876,7.57
emily.yamamoto@company.com,2026-04-01,GitHub Copilot,claude-sonnet-4-5,818979,11.77
emily.yamamoto@company.com,2026-05-01,GitHub Copilot,o3-mini,312959,4.53
nancy.chen@company.com,2026-01-01,GitHub Copilot,o3-mini,504260,8.08
nancy.chen@company.com,2026-01-01,ChatGPT Enterprise,o3,395261,9.49
nancy.chen@company.com,2026-01-01,Gemini,gemini-2.5-flash,425051,6.55
nancy.chen@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,265526,6.69
nancy.chen@company.com,2026-03-01,GitHub Copilot,gpt-4o,706660,9.88
nancy.chen@company.com,2026-03-01,ChatGPT Enterprise,o3,460680,10.77
nancy.chen@company.com,2026-03-01,Gemini,gemini-2.5-pro,556618,7.3
nancy.chen@company.com,2026-04-01,GitHub Copilot,o3-mini,773004,12.76
nancy.chen@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,441824,10.57
nancy.chen@company.com,2026-04-01,Gemini,gemini-2.5-flash,321898,5.12
nancy.chen@company.com,2026-05-01,GitHub Copilot,claude-sonnet-4-5,375260,5.09
nancy.chen@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,321950,6.54
nancy.chen@company.com,2026-06-01,GitHub Copilot,gpt-4o,311302,4.64
nancy.chen@company.com,2026-06-01,ChatGPT Enterprise,o3,350698,8.01
nancy.chen@company.com,2026-06-01,Gemini,gemini-2.5-pro,245518,2.94
david.ramirez@company.com,2026-01-01,Perplexity,sonar-pro,659154,11.22
david.ramirez@company.com,2026-03-01,Perplexity,sonar-reasoning,156029,2.43
david.ramirez@company.com,2026-04-01,Perplexity,sonar-pro,111241,2.01
david.ramirez@company.com,2026-05-01,Perplexity,sonar-pro,361433,6.16
david.ramirez@company.com,2026-06-01,Perplexity,sonar-reasoning,386699,6.48
carol.ramirez@company.com,2026-01-01,Gemini,gemini-2.5-flash,462892,6.52
carol.ramirez@company.com,2026-01-01,ChatGPT Enterprise,o3,424019,9.08
carol.ramirez@company.com,2026-02-01,Gemini,gemini-2.5-pro,521819,6.62
carol.ramirez@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,555046,12.91
carol.ramirez@company.com,2026-03-01,Gemini,gemini-2.5-pro,102164,1.27
carol.ramirez@company.com,2026-05-01,Gemini,gemini-2.5-pro,648847,9.95
carol.ramirez@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,5000,0.1
carol.ramirez@company.com,2026-06-01,Gemini,gemini-2.5-pro,380957,4.89
carol.ramirez@company.com,2026-06-01,ChatGPT Enterprise,gpt-4o,391448,7.86
sofia.lewis@company.com,2026-01-01,Perplexity,sonar-pro,307257,4.83
sofia.lewis@company.com,2026-01-01,GitHub Copilot,o3-mini,532930,8.7
sofia.lewis@company.com,2026-03-01,GitHub Copilot,gpt-4o,472696,7.69
sofia.lewis@company.com,2026-04-01,Perplexity,sonar-pro,516746,8.16
sofia.lewis@company.com,2026-04-01,GitHub Copilot,o3-mini,603664,10.27
sofia.lewis@company.com,2026-05-01,Perplexity,sonar-pro,382306,7.54
sofia.lewis@company.com,2026-05-01,GitHub Copilot,claude-sonnet-4-5,447911,6.15
sofia.lewis@company.com,2026-06-01,Perplexity,sonar-pro,530925,8.74
sofia.lewis@company.com,2026-06-01,GitHub Copilot,claude-sonnet-4-5,436441,6.5
noor.osei@company.com,2026-01-01,Perplexity,sonar-pro,520936,9.04
noor.osei@company.com,2026-01-01,Cursor,claude-sonnet-4-5,602857,11.72
noor.osei@company.com,2026-01-01,ChatGPT Enterprise,o3,512073,10.04
noor.osei@company.com,2026-02-01,Perplexity,sonar-pro,511002,8.05
noor.osei@company.com,2026-02-01,Cursor,gpt-4o,398894,7.53
noor.osei@company.com,2026-02-01,ChatGPT Enterprise,o3,688384,13.9
noor.osei@company.com,2026-03-01,Perplexity,sonar-reasoning,475655,9.44
noor.osei@company.com,2026-03-01,Cursor,claude-opus-4-1,513380,9.86
noor.osei@company.com,2026-04-01,Perplexity,sonar-reasoning,205857,3.24
noor.osei@company.com,2026-04-01,ChatGPT Enterprise,gpt-4.1,550125,13.84
noor.osei@company.com,2026-05-01,Perplexity,sonar-pro,899564,15.41
noor.osei@company.com,2026-05-01,Cursor,gpt-4o,643573,11.41
noor.osei@company.com,2026-05-01,ChatGPT Enterprise,gpt-4.1,143751,3.41
noor.osei@company.com,2026-06-01,Perplexity,sonar-reasoning,451712,7.78
noor.osei@company.com,2026-06-01,Cursor,gpt-4o,664773,11.89
noor.osei@company.com,2026-06-01,ChatGPT Enterprise,gpt-4o,433128,8.82
kevin.taylor@company.com,2026-01-01,Claude,claude-sonnet-4-5,739401,19.5
kevin.taylor@company.com,2026-01-01,Cursor,claude-sonnet-4-5,504685,11.52
kevin.taylor@company.com,2026-02-01,Claude,claude-sonnet-4-5,368156,9.53
kevin.taylor@company.com,2026-02-01,Cursor,claude-opus-4-1,687812,14.86
kevin.taylor@company.com,2026-03-01,Claude,claude-haiku-4-5,236616,5.75
kevin.taylor@company.com,2026-03-01,Cursor,claude-opus-4-1,452816,9.18
kevin.taylor@company.com,2026-04-01,Cursor,claude-sonnet-4-5,333545,6.42
kevin.taylor@company.com,2026-05-01,Cursor,gpt-4o,554464,12.37
kevin.taylor@company.com,2026-06-01,Claude,claude-opus-4-1,405525,8.59
kevin.taylor@company.com,2026-06-01,Cursor,claude-opus-4-1,246696,5.01
justin.haddad@company.com,2026-01-01,GitHub Copilot,claude-sonnet-4-5,580460,8.42
justin.haddad@company.com,2026-01-01,ChatGPT Enterprise,o3,280388,6.38
justin.haddad@company.com,2026-02-01,GitHub Copilot,o3-mini,672826,8.97
justin.haddad@company.com,2026-02-01,ChatGPT Enterprise,gpt-4.1,540537,12.19
justin.haddad@company.com,2026-03-01,GitHub Copilot,o3-mini,585597,8.41
justin.haddad@company.com,2026-03-01,ChatGPT Enterprise,gpt-4.1,545108,11.07
justin.haddad@company.com,2026-04-01,GitHub Copilot,gpt-4o,506028,7.15
justin.haddad@company.com,2026-04-01,ChatGPT Enterprise,gpt-4o,414635,9.23
justin.haddad@company.com,2026-06-01,GitHub Copilot,claude-sonnet-4-5,565413,8.98
justin.haddad@company.com,2026-06-01,ChatGPT Enterprise,o3,367699,7.79
stephen.taylor@company.com,2026-01-01,GitHub Copilot,o3-mini,668307,9.53
stephen.taylor@company.com,2026-02-01,GitHub Copilot,o3-mini,608728,8.22
stephen.taylor@company.com,2026-03-01,GitHub Copilot,gpt-4o,101077,1.65
stephen.taylor@company.com,2026-04-01,GitHub Copilot,o3-mini,456683,6.37
stephen.taylor@company.com,2026-05-01,GitHub Copilot,gpt-4o,128725,2.06
stephen.taylor@company.com,2026-06-01,GitHub Copilot,o3-mini,130447,1.7
steven.hernandez@company.com,2026-01-01,Cursor,claude-sonnet-4-5,408729,8.97
steven.hernandez@company.com,2026-01-01,Claude,claude-opus-4-1,508865,11.97
steven.hernandez@company.com,2026-01-01,Gemini,gemini-2.5-pro,332435,4.68
steven.hernandez@company.com,2026-02-01,Cursor,claude-sonnet-4-5,520212,10.8
steven.hernandez@company.com,2026-02-01,Claude,claude-sonnet-4-5,339670,9.28
steven.hernandez@company.com,2026-02-01,Gemini,gemini-2.5-flash,392165,5.11
steven.hernandez@company.com,2026-03-01,Cursor,gpt-4o,715785,12.43
steven.hernandez@company.com,2026-03-01,Claude,claude-opus-4-1,334261,7.17
steven.hernandez@company.com,2026-03-01,Gemini,gemini-2.5-flash,553130,8.58
steven.hernandez@company.com,2026-04-01,Cursor,gpt-4o,296431,5.51
steven.hernandez@company.com,2026-04-01,Claude,claude-sonnet-4-5,440116,10.26
steven.hernandez@company.com,2026-05-01,Cursor,gpt-4o,693880,13.73
steven.hernandez@company.com,2026-05-01,Claude,claude-opus-4-1,104890,2.29
steven.hernandez@company.com,2026-05-01,Gemini,gemini-2.5-pro,634063,8.23
steven.hernandez@company.com,2026-06-01,Cursor,claude-sonnet-4-5,417405,8.91
steven.hernandez@company.com,2026-06-01,Claude,claude-sonnet-4-5,408362,10.86
